Candidate List of SVHC for authorisation
Note: Group entries are split in different rows.
Export date: 11-mrt-2026 17:20:40


"Substance Identifier"	""	
"Reden voor opname "	""	
"Datum van opname  (from)"	""	
"Datum van opname  (to)"	""	



"Naam van de stof "	"Description"	"EG-nr. "	"CAS-nr. "	"Reden voor opname "	"Datum van opname "	"Besluit "	"IUCLID-gegevensset "	"Ondersteunend document "	"Reactie op commentaren "	"Opmerkingen "	
"Lead monoxide (lead oxide)"	""	"215-267-0"	"1317-36-8"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/ea71029e-f8de-4e5d-a393-6961aefd6e14"	"https://echa.europa.eu/documents/10162/86c143a2-eb69-44bd-9710-73ab2aca57fc"	"https://echa.europa.eu/documents/10162/229a3cca-ceeb-101d-1247-2e824784f473"	"https://echa.europa.eu/documents/10162/e456243a-65e4-5d07-6332-fd323cdd406e"	""	
"Lead dinitrate"	""	"233-245-9"	"10099-74-8"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/e1c55ba4-1f9a-4633-b4c3-fdaba005b095"	"https://echa.europa.eu/documents/10162/97c17507-b6bc-42d7-8aac-59c0c0e9c21b"	"https://echa.europa.eu/documents/10162/be34d0ca-8d1e-488f-8b49-35063b0054b3"	"https://echa.europa.eu/documents/10162/c3be9101-a646-b11c-7aaa-427d650ea242"	""	
"Lead cyanamidate"	""	"244-073-9"	"20837-86-9"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/a6f8212c-590f-469a-b6c1-f40f234e4518"	"https://echa.europa.eu/documents/10162/0225706b-6dbf-4b6f-94f8-fa3e8fc24ff6"	"https://echa.europa.eu/documents/10162/7f3131c3-b63f-49e8-9717-68dc7883b549"	"https://echa.europa.eu/documents/10162/1f7fc65b-4cfc-ebc2-f9ac-73d043977553"	""	
"Lead bis(tetrafluoroborate)"	""	"237-486-0"	"13814-96-5"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/56f43ea4-a623-4d5e-b741-fee1fef7e771"	"https://echa.europa.eu/documents/10162/0d9b7449-9ec1-4c1e-a117-294cccc4aa9d"	"https://echa.europa.eu/documents/10162/3d78e51f-bd96-fd06-4cd4-9d268d040478"	"https://echa.europa.eu/documents/10162/5257f061-6e42-e233-84f3-1904b0529ce0"	""	
"Hexahydromethylphthalic anhydride"	"including cis- and trans- stereo isomeric forms and all possible combinations of the isomers"	"-"	"-"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/81052549-dd49-40b5-9388-b5a72a1a3fb3"	"https://echa.europa.eu/documents/10162/bd282c4d-91b6-4537-9f27-b65a5fccbd48""https://echa.europa.eu/documents/10162/670b8e64-298e-4ed7-939f-67da04164a42""https://echa.europa.eu/documents/10162/7e96ce49-1e77-4333-8e0e-35892531aa5c""https://echa.europa.eu/documents/10162/081b759a-1aae-42d9-9f62-4051fb9187bc"	"https://echa.europa.eu/documents/10162/abbc92cc-984a-16e1-efce-37b665ecb79a"	"https://echa.europa.eu/documents/10162/723209fe-d033-bc5e-b307-9066ccf0426d"	""	
"Hexahydro-1-methylphthalic anhydride"	""	"256-356-4"	"48122-14-1"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/81052549-dd49-40b5-9388-b5a72a1a3fb3"	"https://echa.europa.eu/documents/10162/bd282c4d-91b6-4537-9f27-b65a5fccbd48""https://echa.europa.eu/documents/10162/670b8e64-298e-4ed7-939f-67da04164a42""https://echa.europa.eu/documents/10162/7e96ce49-1e77-4333-8e0e-35892531aa5c""https://echa.europa.eu/documents/10162/081b759a-1aae-42d9-9f62-4051fb9187bc"	"https://echa.europa.eu/documents/10162/abbc92cc-984a-16e1-efce-37b665ecb79a"	"https://echa.europa.eu/documents/10162/723209fe-d033-bc5e-b307-9066ccf0426d"	""	
"Hexahydromethylphthalic anhydride"	""	"247-094-1"	"25550-51-0"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/81052549-dd49-40b5-9388-b5a72a1a3fb3"	"https://echa.europa.eu/documents/10162/bd282c4d-91b6-4537-9f27-b65a5fccbd48""https://echa.europa.eu/documents/10162/670b8e64-298e-4ed7-939f-67da04164a42""https://echa.europa.eu/documents/10162/7e96ce49-1e77-4333-8e0e-35892531aa5c""https://echa.europa.eu/documents/10162/081b759a-1aae-42d9-9f62-4051fb9187bc"	"https://echa.europa.eu/documents/10162/abbc92cc-984a-16e1-efce-37b665ecb79a"	"https://echa.europa.eu/documents/10162/723209fe-d033-bc5e-b307-9066ccf0426d"	""	
"Hexahydro-4-methylphthalic anhydride"	""	"243-072-0"	"19438-60-9"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/81052549-dd49-40b5-9388-b5a72a1a3fb3"	"https://echa.europa.eu/documents/10162/bd282c4d-91b6-4537-9f27-b65a5fccbd48""https://echa.europa.eu/documents/10162/670b8e64-298e-4ed7-939f-67da04164a42""https://echa.europa.eu/documents/10162/7e96ce49-1e77-4333-8e0e-35892531aa5c""https://echa.europa.eu/documents/10162/081b759a-1aae-42d9-9f62-4051fb9187bc"	"https://echa.europa.eu/documents/10162/abbc92cc-984a-16e1-efce-37b665ecb79a"	"https://echa.europa.eu/documents/10162/723209fe-d033-bc5e-b307-9066ccf0426d"	""	
"Hexahydro-3-methylphthalic anhydride"	""	"260-566-1"	"57110-29-9"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/81052549-dd49-40b5-9388-b5a72a1a3fb3"	"https://echa.europa.eu/documents/10162/bd282c4d-91b6-4537-9f27-b65a5fccbd48""https://echa.europa.eu/documents/10162/670b8e64-298e-4ed7-939f-67da04164a42""https://echa.europa.eu/documents/10162/7e96ce49-1e77-4333-8e0e-35892531aa5c""https://echa.europa.eu/documents/10162/081b759a-1aae-42d9-9f62-4051fb9187bc"	"https://echa.europa.eu/documents/10162/abbc92cc-984a-16e1-efce-37b665ecb79a"	"https://echa.europa.eu/documents/10162/723209fe-d033-bc5e-b307-9066ccf0426d"	""	
"Heptacosafluorotetradecanoic acid"	""	"206-803-4"	"376-06-7"	"vPvB (Article 57e)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/bb2caa51-1bcc-407b-b587-91d4ac23b564"	"https://echa.europa.eu/documents/10162/de2ad408-ea06-484e-9015-ac6af581863c"	"https://echa.europa.eu/documents/10162/08046ee8-0933-a564-0df2-da48cda2bc6b"	"https://echa.europa.eu/documents/10162/76c2d4f3-1d2e-f263-c819-74f4373a976c"	""	
"Henicosafluoroundecanoic acid"	""	"218-165-4"	"2058-94-8"	"vPvB (Article 57e)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/02881bec-75ad-4e83-a9bb-c9f6dc81042e"	"https://echa.europa.eu/documents/10162/60adb1fb-d001-4a2a-b8bf-a0e05e29d156"	"https://echa.europa.eu/documents/10162/9bcff514-6625-baa9-edd9-80ee9e82c86a"	"https://echa.europa.eu/documents/10162/bd48b5f6-b407-60e1-f06e-76dd605d92ae"	""	
"Furan"	""	"203-727-3"	"110-00-9"	"Carcinogenic (Article 57a)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/1986ed9a-a382-4409-8faf-abd0f9af440a"	"https://echa.europa.eu/documents/10162/f2a41a5f-68db-44e9-a925-2446de4ec9b1"	"https://echa.europa.eu/documents/10162/8ab8b38b-26e8-49b7-9f04-b83c457023ec"	"https://echa.europa.eu/documents/10162/783a7398-0b23-d9ab-4afb-da6a77d2dfcb"	""	
"Fatty acids, C16-18, lead salts"	""	"292-966-7"	"91031-62-8"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/7f59b681-ee89-484b-bec2-3412f3f7d0e5"	"https://echa.europa.eu/documents/10162/575f1c14-49f5-4a3d-9368-ebbb989edcf4"	"https://echa.europa.eu/documents/10162/13e375d0-709b-4203-b851-7cb5e0a87c80"	"https://echa.europa.eu/documents/10162/6e6bc1b6-4695-bfb6-8746-445a90dad5ff"	""	
"Dioxobis(stearato)trilead"	""	"235-702-8"	"12578-12-0"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/b3332ac2-958d-4b79-86be-12a13f9cd8c8"	"https://echa.europa.eu/documents/10162/2b533763-b36b-481c-a7b2-ff28b898d343"	"https://echa.europa.eu/documents/10162/01088b8d-0195-44cf-8760-f1797c18e789"	"https://echa.europa.eu/documents/10162/3ce25576-1795-cda5-ea46-acdb9741089a"	""	
"Dinoseb (6-sec-butyl-2,4-dinitrophenol)"	""	"201-861-7"	"88-85-7"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/b23de2c1-7142-43ec-9fba-ee150ed98bb1"	"https://echa.europa.eu/documents/10162/876747a8-aa98-42f4-bf6c-7ca2be3fed59"	"https://echa.europa.eu/documents/10162/34ec55f2-27d2-47d6-94f1-d39acaf3634f"	"https://echa.europa.eu/documents/10162/f90845a4-dc67-9a63-a3cb-57787b8b97e3"	""	
"Dimethyl sulphate"	""	"201-058-1"	"77-78-1"	"Carcinogenic (Article 57a)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/40a80d81-ac48-4ce6-891c-53b7a3779646"	"https://echa.europa.eu/documents/10162/5182ed44-1e76-4374-898d-0e8cef94f7cb"	"https://echa.europa.eu/documents/10162/8fcaf1f0-ea6d-4ec8-a129-f0405def7c33"	"https://echa.europa.eu/documents/10162/4e7ad358-f6e0-ea83-0681-94a9e414f29b"	""	
"Diisopentyl phthalate"	""	"210-088-4"	"605-50-5"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/917ec7f1-d611-4dad-8cf7-36c1ca07a400"	"https://echa.europa.eu/documents/10162/cf490b69-0c28-453b-a531-e8c2ad32d22c"	"https://echa.europa.eu/documents/10162/34d906a5-2558-4faa-ba85-65a765aef016"	"https://echa.europa.eu/documents/10162/5836c6ce-0043-af59-0755-2f8262791d64"	""	
"Diethyl sulphate"	""	"200-589-6"	"64-67-5"	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/3f6a4989-b155-4827-abfc-51e3fa7e352d"	"https://echa.europa.eu/documents/10162/296efee3-75ed-4ead-a79c-28a3f48d2d90"	"https://echa.europa.eu/documents/10162/470b7f44-e538-40b0-9110-4575a5726d14"	"https://echa.europa.eu/documents/10162/27b4f21d-3bb0-bde6-d9ba-4faadc87aaab"	""	
"Dibutyltin dichloride (DBTC)"	""	"211-670-0"	"683-18-1"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/046189d5-908b-447f-b91b-b3f97c9de5b5"	"https://echa.europa.eu/documents/10162/f06ebc42-a92c-43a4-828a-a7c95ea2c961"	"https://echa.europa.eu/documents/10162/2cbcb185-4207-1270-7189-6b9009db7b45"	"https://echa.europa.eu/documents/10162/f92c8584-d0c2-ebb6-58a6-135b7f3d6f07"	""	
"Diazene-1,2-dicarboxamide (C,C'-azodi(formamide)) (ADCA)"	""	"204-650-8"	"123-77-3"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/4739d799-2888-4031-b3eb-73a9d475347b"	"https://echa.europa.eu/documents/10162/055d66a6-9924-4386-900c-62c52c42bc62"	"https://echa.europa.eu/documents/10162/a8f3a173-0bb2-cb27-d9ae-fafe356c329c"	"https://echa.europa.eu/documents/10162/b9b09f2a-7230-5ddc-921e-9b0de3c6a956"	""	
"Cyclohexane-1,2-dicarboxylic anhydride"	"all possible combinations of the cis- and trans-isomers"	"-"	"-"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/b7a93309-0b81-4dbf-90e0-859bc0f41ce4"	"https://echa.europa.eu/documents/10162/542f4e26-c203-4587-a498-fbf33c9edeba""https://echa.europa.eu/documents/10162/d0d33d3f-8361-48a5-b5a9-5db91928b4c5""https://echa.europa.eu/documents/10162/dca0c593-37d7-4257-9ad9-14059e525771"	"https://echa.europa.eu/documents/10162/555606e7-97e2-592e-c100-03f5639a82f4"	"https://echa.europa.eu/documents/10162/acfa14cb-0ed3-5a82-5366-964eeaab14cb"	""	
"cis-cyclohexane-1,2-dicarboxylic anhydride"	""	"236-086-3"	"13149-00-3"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/b7a93309-0b81-4dbf-90e0-859bc0f41ce4"	"https://echa.europa.eu/documents/10162/542f4e26-c203-4587-a498-fbf33c9edeba""https://echa.europa.eu/documents/10162/d0d33d3f-8361-48a5-b5a9-5db91928b4c5""https://echa.europa.eu/documents/10162/dca0c593-37d7-4257-9ad9-14059e525771"	"https://echa.europa.eu/documents/10162/555606e7-97e2-592e-c100-03f5639a82f4"	"https://echa.europa.eu/documents/10162/acfa14cb-0ed3-5a82-5366-964eeaab14cb"	""	
"Cyclohexane-1,2-dicarboxylic anhydride"	""	"201-604-9"	"85-42-7"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/b7a93309-0b81-4dbf-90e0-859bc0f41ce4"	"https://echa.europa.eu/documents/10162/542f4e26-c203-4587-a498-fbf33c9edeba""https://echa.europa.eu/documents/10162/d0d33d3f-8361-48a5-b5a9-5db91928b4c5""https://echa.europa.eu/documents/10162/dca0c593-37d7-4257-9ad9-14059e525771"	"https://echa.europa.eu/documents/10162/555606e7-97e2-592e-c100-03f5639a82f4"	"https://echa.europa.eu/documents/10162/acfa14cb-0ed3-5a82-5366-964eeaab14cb"	""	
"trans-cyclohexane-1,2-dicarboxylic anhydride"	""	"238-009-9"	"14166-21-3"	"Respiratory sensitising properties (Article 57(f) - human health)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/b7a93309-0b81-4dbf-90e0-859bc0f41ce4"	"https://echa.europa.eu/documents/10162/542f4e26-c203-4587-a498-fbf33c9edeba""https://echa.europa.eu/documents/10162/d0d33d3f-8361-48a5-b5a9-5db91928b4c5""https://echa.europa.eu/documents/10162/dca0c593-37d7-4257-9ad9-14059e525771"	"https://echa.europa.eu/documents/10162/555606e7-97e2-592e-c100-03f5639a82f4"	"https://echa.europa.eu/documents/10162/acfa14cb-0ed3-5a82-5366-964eeaab14cb"	""	
"Bis(pentabromophenyl) ether (decabromodiphenyl ether) (DecaBDE)"	""	"214-604-9"	"1163-19-5"	"PBT (Article 57d)""vPvB (Article 57e)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/7de8998e-c87a-4fa6-82fa-927fffb0fe79"	"https://echa.europa.eu/documents/10162/64b5b9c4-c549-4254-a917-0ff1b7c9fa1b"	"https://echa.europa.eu/documents/10162/046e853b-03a0-99e4-a682-f5842bef9a1c"	"https://echa.europa.eu/documents/10162/f919b5a9-8dac-e913-a862-a87cb5e00787"	""	
"Biphenyl-4-ylamine"	""	"202-177-1"	"92-67-1"	"Carcinogenic (Article 57a)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/cefb8a85-ed61-4751-a722-2b3510d5f7a0"	"https://echa.europa.eu/documents/10162/22458f36-2a5f-4c1c-83b8-b8a9c45bda95"	"https://echa.europa.eu/documents/10162/9d518786-9c9a-4d61-b841-45ff84ed54cc"	"https://echa.europa.eu/documents/10162/1520b492-61af-d235-ffb1-532532fd8c5b"	""	
"Acetic acid, lead salt, basic"	""	"257-175-3"	"51404-69-4"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/a68aa6d7-bc05-4f79-9445-4dd0ecabc1bb"	"https://echa.europa.eu/documents/10162/5848ac0e-7286-4ec4-9185-49042cf54408"	"https://echa.europa.eu/documents/10162/e27fbdcb-b252-4912-8965-a5bb89711203"	"https://echa.europa.eu/documents/10162/32f33799-9835-71d0-b0d2-be45c318decc"	""	
"[Phthalato(2-)]dioxotrilead"	""	"273-688-5"	"69011-06-9"	"Toxic for reproduction (Article 57c)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/490c7cfa-ae94-48a0-83c9-99bc3c0a5e13"	"https://echa.europa.eu/documents/10162/430ee50c-c98e-4e96-a689-d556fdd06665"	"https://echa.europa.eu/documents/10162/e91058f4-7ab4-4648-91e3-3220f7ee6e8c"	"https://echa.europa.eu/documents/10162/8b848bd8-4151-2f61-c674-7da51d88aa8f"	""	
"6-methoxy-m-toluidine (p-cresidine)"	""	"204-419-1"	"120-71-8"	"Carcinogenic (Article 57a)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/251a17a0-cc98-4151-9b3f-3526c667a90e"	"https://echa.europa.eu/documents/10162/5c6a3acb-99f9-4561-a0a5-47b33f13c1f0"	"https://echa.europa.eu/documents/10162/9ee4bdb4-62a8-4ff5-a4f0-f0ced371f88f"	"https://echa.europa.eu/documents/10162/691261ea-6df2-8037-1230-7bdc04b1494c"	""	
"4-Nonylphenol, branched and linear"	"substances with a linear and/or branched alkyl chain with a carbon number of 9 covalently bound in position 4 to phenol, covering also UVCB- and well-defined substances which include any of the individual isomers or a combination thereof"	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"4-(1-ethyl-1-methylhexyl)phenol"	""	"257-907-1"	"52427-13-1"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"Phenol, 4-nonyl-, branched"	""	"284-325-5"	"84852-15-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"p-(1,1-dimethylheptyl)phenol"	""	"250-339-5"	"30784-30-6"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"4-(1-Ethyl-1,3-dimethylpentyl)phenol"	""	"-"	"186825-36-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"p-(1-methyloctyl)phenol"	""	"241-427-4"	"17404-66-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"4-(1-Ethyl-1,4-dimethylpentyl)phenol"	""	"-"	"142731-63-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"p-nonylphenol"	""	"203-199-4"	"104-40-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"p-isononylphenol"	""	"247-770-6"	"26543-97-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"Isononylphenol"	""	"234-284-4"	"11066-49-2"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"Phenol, nonyl-, branched"	""	"291-844-0"	"90481-04-2"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"4-(1,1,5-Trimethylhexyl)phenol"	""	"-"	"521947-27-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"4-(3-ethylheptan-2-yl)phenol"	""	"-"	"186825-39-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"Nonylphenol"	""	"246-672-0"	"25154-52-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/dea74d46-dc8e-4b10-947b-51a19d890153"	"https://echa.europa.eu/documents/10162/80751a04-fdb3-4bef-aabe-cc49da2a1148"	"https://echa.europa.eu/documents/10162/bc140e0b-b407-fd1c-f750-6d43c99f82a4""https://echa.europa.eu/documents/10162/3b60b4bc-0376-a9ea-bffd-65da8e2c9602"	"https://echa.europa.eu/documents/10162/1984ccdb-3321-2890-c598-5735786e5eb2"	""	
"4-methyl-m-phenylenediamine (toluene-2,4-diamine)"	""	"202-453-1"	"95-80-7"	"Carcinogenic (Article 57a)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/e7bb9247-f300-4887-9565-574dad453b71"	"https://echa.europa.eu/documents/10162/0ffceb1b-180c-4965-a526-0b2d4b73c675"	"https://echa.europa.eu/documents/10162/98b66e79-3f52-4792-aa74-1e9a1c674db4"	"https://echa.europa.eu/documents/10162/b73979f8-961d-dc60-232e-2a8b4626e547"	""	
"4-aminoazobenzene"	""	"200-453-6"	"60-09-3"	"Carcinogenic (Article 57a)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/9cf3cd45-97d2-455a-a58b-86d721fb4f54"	"https://echa.europa.eu/documents/10162/4740aca7-2e63-4f48-adf0-8c98bb12244c"	"https://echa.europa.eu/documents/10162/bd560d2d-2ea1-4e93-950f-cca356500dbb"	"https://echa.europa.eu/documents/10162/1ec37243-f332-a43a-fc36-9aac9cbd485a"	""	
"4-(1,1,3,3-tetramethylbutyl)phenol, ethoxylated"	"covering well-defined substances and UVCB substances, polymers and homologues"	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"19-dec-2012"	"https://echa.europa.eu/documents/10162/b823f588-7c35-4bad-9e3c-b639b627df8f"	"https://echa.europa.eu/documents/10162/f6ae4ec7-0a73-45eb-bafb-43e37bd3b42e"	"https://echa.europa.eu/documents/10162/430c2613-588f-8b08-8a72-df4013727ef8"	"https://echa.europa.eu/documents/10162/e3830756-209a-a21c-95ea-fad990b6748a"	""	
